"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","73569","test_given_vault_b_is_deployed_and_unsealed_when_all_units_crash_then_units_recover","k8s.tests.integration","Mon Jul 21 06:40:07 GMT 2025","passed","Mon Jul 21 06:41:21 GMT 2025","","test_autounseal","",""
"","69974","test_given_application_is_deployed_when_pod_crashes_then_unit_recovers","k8s.tests.integration","Mon Jul 21 06:36:41 GMT 2025","passed","Mon Jul 21 06:37:51 GMT 2025","","test_core","",""
"","50714","test_given_prometheus_deployed_when_relate_vault_to_prometheus_then_status_is_active","k8s.tests.integration","Mon Jul 21 06:37:41 GMT 2025","passed","Mon Jul 21 06:38:32 GMT 2025","","test_cos","",""
"","76531","test_given_application_is_deployed_when_scale_up_then_status_is_active","k8s.tests.integration","Mon Jul 21 06:37:51 GMT 2025","passed","Mon Jul 21 06:39:07 GMT 2025","","test_core","",""
"","30670","test_given_vault_deployed_and_initialized_when_unsealed_and_authorized_then_status_is_active","k8s.tests.integration","Mon Jul 21 06:36:10 GMT 2025","passed","Mon Jul 21 06:36:41 GMT 2025","","test_core","",""
"","54971","test_given_application_is_deployed_and_related_to_s3_integrator_when_create_backup_action_then_backup_is_created","k8s.tests.integration","Mon Jul 21 06:37:51 GMT 2025","passed","Mon Jul 21 06:38:46 GMT 2025","","test_backup","",""
"","40276","test_given_vault_kv_requirer_deployed_when_vault_kv_relation_created_then_status_is_active","k8s.tests.integration","Mon Jul 21 06:36:39 GMT 2025","passed","Mon Jul 21 06:37:19 GMT 2025","","test_kv","",""
"","25556","test_given_application_is_deployed_and_backup_created_when_restore_backup_action_then_backup_is_restored","k8s.tests.integration","Mon Jul 21 06:39:03 GMT 2025","passed","Mon Jul 21 06:39:29 GMT 2025","","test_backup","",""
"","32713","test_given_vault_b_is_deployed_and_unsealed_when_auth_token_goes_bad_then_units_recover","k8s.tests.integration","Mon Jul 21 06:41:21 GMT 2025","passed","Mon Jul 21 06:41:54 GMT 2025","","test_autounseal","",""
"","93466","test_given_vault_deployed_when_tls_access_relation_destroyed_then_self_signed_cert_created","k8s.tests.integration","Mon Jul 21 06:42:22 GMT 2025","passed","Mon Jul 21 06:43:56 GMT 2025","","test_core","",""
"","61808","test_given_vault_is_deployed_when_integrate_another_vault_then_autounseal_activated","k8s.tests.integration","Mon Jul 21 06:36:57 GMT 2025","passed","Mon Jul 21 06:37:58 GMT 2025","","test_autounseal","",""
"","2796","test_given_vault_pki_relation_and_unmatching_common_name_when_integrate_then_cert_not_provided","k8s.tests.integration","Mon Jul 21 06:37:18 GMT 2025","passed","Mon Jul 21 06:37:21 GMT 2025","","test_pki","",""
"","135448","test_given_vault_deployed_when_tls_access_relation_created_then_existing_certificate_replaced","k8s.tests.integration","Mon Jul 21 06:40:07 GMT 2025","passed","Mon Jul 21 06:42:22 GMT 2025","","test_core","",""
"","51088","test_given_loki_deployed_when_relate_vault_to_loki_then_status_is_active","k8s.tests.integration","Mon Jul 21 06:38:32 GMT 2025","passed","Mon Jul 21 06:39:23 GMT 2025","","test_cos","",""
"","128975","test_given_vault_b_is_deployed_and_unsealed_when_scale_up_then_status_is_active","k8s.tests.integration","Mon Jul 21 06:37:58 GMT 2025","passed","Mon Jul 21 06:40:07 GMT 2025","","test_autounseal","",""
"","17022","test_given_vault_pki_relation_and_matching_common_name_configured_when_integrate_then_cert_is_provided","k8s.tests.integration","Mon Jul 21 06:37:21 GMT 2025","passed","Mon Jul 21 06:37:38 GMT 2025","","test_pki","",""
"","17451","test_given_application_is_deployed_and_backup_created_when_list_backups_action_then_backups_are_listed","k8s.tests.integration","Mon Jul 21 06:38:46 GMT 2025","passed","Mon Jul 21 06:39:03 GMT 2025","","test_backup","",""
"","32017","test_given_tls_certificates_pki_relation_when_integrate_then_status_is_active","k8s.tests.integration","Mon Jul 21 06:36:46 GMT 2025","passed","Mon Jul 21 06:37:18 GMT 2025","","test_pki","",""
"","4071","test_given_vault_kv_requirer_related_when_create_secret_then_secret_is_created","k8s.tests.integration","Mon Jul 21 06:37:19 GMT 2025","passed","Mon Jul 21 06:37:23 GMT 2025","","test_kv","",""
"","35243","test_given_tls_certificates_acme_relation_when_integrate_then_status_is_active_and_acme_configured","k8s.tests.integration","Mon Jul 21 06:37:16 GMT 2025","passed","Mon Jul 21 06:37:52 GMT 2025","","test_acme","",""
"","59755","test_given_application_is_deployed_when_scale_down_then_status_is_active","k8s.tests.integration","Mon Jul 21 06:39:07 GMT 2025","passed","Mon Jul 21 06:40:07 GMT 2025","","test_core","",""
"","39929","test_given_vault_kv_requirer_related_and_requirer_pod_crashes_when_create_secret_then_secret_is_created","k8s.tests.integration","Mon Jul 21 06:37:23 GMT 2025","passed","Mon Jul 21 06:38:03 GMT 2025","","test_kv","",""
"","91882","test_given_multiple_kv_requirers_related_when_secrets_created_then_secrets_created","k8s.tests.integration","Mon Jul 21 06:38:03 GMT 2025","passed","Mon Jul 21 06:39:35 GMT 2025","","test_kv","",""
